GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0046631	alpha-beta T cell activation	0.01838639222587945	0.01838639222587945	+1	ENSG00000167604,ENSG00000166888,ENSG00000112149,ENSG00000131188
GO:0097530	granulocyte migration	0.01838639222587945	0.01838639222587945	+1	ENSG00000169429,ENSG00000163220,ENSG00000124731,ENSG00000109743
GO:0071456	cellular response to hypoxia	0.01838639222587945	0.01838639222587945	+1	ENSG00000168214,ENSG00000173846,ENSG00000101182,ENSG00000073756
GO:0070555	response to interleukin-1	0.01838639222587945	0.01838639222587945	+1	ENSG00000169429,ENSG00000127528,ENSG00000101182,ENSG00000162302
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	0.01838639222587945	0.01838639222587945	+1	ENSG00000127528,ENSG00000168214,ENSG00000101182
GO:1990845	adaptive thermogenesis	0.019075719005229832	0.019075719005229832	+1	ENSG00000123689,ENSG00000168214,ENSG00000166888,ENSG00000121966
GO:0061154	endothelial tube morphogenesis	0.02050734722674145	0.02050734722674145	+1	ENSG00000168214,ENSG00000121966
GO:0003159	morphogenesis of an endothelium	0.02050734722674145	0.02050734722674145	+1	ENSG00000168214,ENSG00000121966
GO:0036294	cellular response to decreased oxygen levels	0.020563398878309293	0.020563398878309293	+1	ENSG00000168214,ENSG00000173846,ENSG00000101182,ENSG00000073756
GO:0043620	regulation of DNA-templated transcription in response to stress	0.021377779508365502	0.021377779508365502	+1	ENSG00000127528,ENSG00000168214,ENSG00000101182
GO:0071498	cellular response to fluid shear stress	0.023882322191801298	0.023882322191801298	+1	ENSG00000127528,ENSG00000073756
GO:0060716	labyrinthine layer blood vessel development	0.023882322191801298	0.023882322191801298	+1	ENSG00000168214,ENSG00000171223
GO:0001666	response to hypoxia	0.02558254952530946	0.02558254952530946	+1	ENSG00000168214,ENSG00000121966,ENSG00000173846,ENSG00000101182,ENSG00000073756
GO:0043367	CD4-positive, alpha-beta T cell differentiation	0.026599932849054587	0.026599932849054587	+1	ENSG00000167604,ENSG00000166888,ENSG00000112149
GO:0071453	cellular response to oxygen levels	0.026848335159638543	0.026848335159638543	+1	ENSG00000168214,ENSG00000173846,ENSG00000101182,ENSG00000073756
GO:0046823	negative regulation of nucleocytoplasmic transport	0.027296786974669602	0.027296786974669602	+1	ENSG00000116030,ENSG00000187446
GO:0036293	response to decreased oxygen levels	0.02870641769898244	0.02870641769898244	+1	ENSG00000168214,ENSG00000121966,ENSG00000173846,ENSG00000101182,ENSG00000073756
GO:0046697	decidualization	0.02887008115685214	0.02887008115685214	+1	ENSG00000171223,ENSG00000073756
GO:0048714	positive regulation of oligodendrocyte differentiation	0.03102154954750071	0.03102154954750071	+1	ENSG00000028137,ENSG00000121966
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress	0.03274788806090085	0.03274788806090085	+1	ENSG00000127528,ENSG00000168214
GO:0045582	positive regulation of T cell differentiation	0.033670715586151	0.033670715586151	+1	ENSG00000167604,ENSG00000112149,ENSG00000177732
GO:0120162	positive regulation of cold-induced thermogenesis	0.034055807431075585	0.034055807431075585	+1	ENSG00000123689,ENSG00000166888,ENSG00000121966
GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.034055807431075585	0.034055807431075585	+1	ENSG00000163220,ENSG00000125735,ENSG00000131188,ENSG00000073756
GO:0070482	response to oxygen levels	0.034055807431075585	0.034055807431075585	+1	ENSG00000168214,ENSG00000121966,ENSG00000173846,ENSG00000101182,ENSG00000073756
GO:0009612	response to mechanical stimulus	0.034055807431075585	0.034055807431075585	+1	ENSG00000125735,ENSG00000134046,ENSG00000121966,ENSG00000073756
GO:0019722	calcium-mediated signaling	0.034055807431075585	0.034055807431075585	+1	ENSG00000169429,ENSG00000121966,ENSG00000109743,ENSG00000187446
GO:0050863	regulation of T cell activation	0.034055807431075585	0.034055807431075585	+1	ENSG00000167604,ENSG00000028137,ENSG00000125735,ENSG00000112149,ENSG00000177732
GO:0031396	regulation of protein ubiquitination	0.034055807431075585	0.034055807431075585	+1	ENSG00000101255,ENSG00000170296,ENSG00000131188,ENSG00000187446
GO:0035710	CD4-positive, alpha-beta T cell activation	0.03497302918312737	0.03497302918312737	+1	ENSG00000167604,ENSG00000166888,ENSG00000112149
GO:0050870	positive regulation of T cell activation	0.03774078215919327	0.03774078215919327	+1	ENSG00000167604,ENSG00000125735,ENSG00000112149,ENSG00000177732
GO:0050920	regulation of chemotaxis	0.038134814608685765	0.038134814608685765	+1	ENSG00000169429,ENSG00000125735,ENSG00000121966,ENSG00000109743
GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	0.038134814608685765	0.038134814608685765	+1	ENSG00000167604,ENSG00000112149
GO:0045621	positive regulation of lymphocyte differentiation	0.038134814608685765	0.038134814608685765	+1	ENSG00000167604,ENSG00000112149,ENSG00000177732
GO:0060674	placenta blood vessel development	0.038134814608685765	0.038134814608685765	+1	ENSG00000168214,ENSG00000171223
GO:0046822	regulation of nucleocytoplasmic transport	0.038134814608685765	0.038134814608685765	+1	ENSG00000116030,ENSG00000187446,ENSG00000073756
GO:0090022	regulation of neutrophil chemotaxis	0.03905572134494726	0.03905572134494726	+1	ENSG00000169429,ENSG00000109743
GO:0045907	positive regulation of vasoconstriction	0.03905572134494726	0.03905572134494726	+1	ENSG00000265107,ENSG00000073756
GO:2000116	regulation of cysteine-type endopeptidase activity	0.039896817246174464	0.039896817246174464	+1	ENSG00000163220,ENSG00000125735,ENSG00000131188,ENSG00000073756
GO:0090257	regulation of muscle system process	0.039896817246174464	0.039896817246174464	+1	ENSG00000116030,ENSG00000028137,ENSG00000265107,ENSG00000073756
GO:0001893	maternal placenta development	0.039896817246174464	0.039896817246174464	+1	ENSG00000171223,ENSG00000073756
GO:0086004	regulation of cardiac muscle cell contraction	0.039896817246174464	0.039896817246174464	+1	ENSG00000116030,ENSG00000265107
GO:0034405	response to fluid shear stress	0.04137806218633386	0.04137806218633386	+1	ENSG00000127528,ENSG00000073756
GO:0033157	regulation of intracellular protein transport	0.04137806218633386	0.04137806218633386	+1	ENSG00000116030,ENSG00000173846,ENSG00000187446,ENSG00000073756
GO:0150077	regulation of neuroinflammatory response	0.04137806218633386	0.04137806218633386	+1	ENSG00000028137,ENSG00000073756
GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.04137806218633386	0.04137806218633386	+1	ENSG00000168214,ENSG00000101182
GO:1900181	negative regulation of protein localization to nucleus	0.042858798094420766	0.042858798094420766	+1	ENSG00000116030,ENSG00000187446
GO:1903039	positive regulation of leukocyte cell-cell adhesion	0.04447050277108223	0.04447050277108223	+1	ENSG00000167604,ENSG00000125735,ENSG00000112149,ENSG00000177732
GO:1903320	regulation of protein modification by small protein conjugation or removal	0.045601980169775944	0.045601980169775944	+1	ENSG00000101255,ENSG00000170296,ENSG00000131188,ENSG00000187446
GO:0003158	endothelium development	0.045669014526919335	0.045669014526919335	+1	ENSG00000168214,ENSG00000121966,ENSG00000265107
GO:0002688	regulation of leukocyte chemotaxis	0.045669014526919335	0.045669014526919335	+1	ENSG00000169429,ENSG00000125735,ENSG00000109743
GO:0071356	cellular response to tumor necrosis factor	0.045669014526919335	0.045669014526919335	+1	ENSG00000169429,ENSG00000127528,ENSG00000028137,ENSG00000101182
GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	0.045669014526919335	0.045669014526919335	+1	ENSG00000167604,ENSG00000112149
GO:0003176	aortic valve development	0.045669014526919335	0.045669014526919335	+1	ENSG00000168214,ENSG00000028137
GO:1903115	regulation of actin filament-based movement	0.045669014526919335	0.045669014526919335	+1	ENSG00000116030,ENSG00000265107
GO:0045429	positive regulation of nitric oxide biosynthetic process	0.045669014526919335	0.045669014526919335	+1	ENSG00000127528,ENSG00000073756
GO:0048821	erythrocyte development	0.045669014526919335	0.045669014526919335	+1	ENSG00000127528,ENSG00000004939
GO:0150076	neuroinflammatory response	0.045669014526919335	0.045669014526919335	+1	ENSG00000028137,ENSG00000073756
GO:1904407	positive regulation of nitric oxide metabolic process	0.047695926439567396	0.047695926439567396	+1	ENSG00000127528,ENSG00000073756
GO:0042304	regulation of fatty acid biosynthetic process	0.047695926439567396	0.047695926439567396	+1	ENSG00000101255,ENSG00000073756
GO:0060048	cardiac muscle contraction	0.04935618825508299	0.04935618825508299	+1	ENSG00000116030,ENSG00000121966,ENSG00000265107
GO:0048713	regulation of oligodendrocyte differentiation	0.04935618825508299	0.04935618825508299	+1	ENSG00000028137,ENSG00000121966
REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.03101915625002573	0.03101915625002573	+1	ENSG00000169429,ENSG00000166888,ENSG00000028137,ENSG00000171223,ENSG00000073756
REAC:R-HSA-9018679	Biosynthesis of EPA-derived SPMs	0.03121570197173496	0.03121570197173496	+1	ENSG00000111144,ENSG00000073756
REAC:R-HSA-196807	Nicotinate metabolism	0.033975705958978426	0.033975705958978426	+1	ENSG00000105835,ENSG00000109743,ENSG00000073756
