GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0072527	pyrimidine-containing compound metabolic process	0.009304796152192804	0.009304796152192804	+1	ENSG00000102543,ENSG00000158825,ENSG00000128951,ENSG00000076248,ENSG00000176890
GO:0009124	nucleoside monophosphate biosynthetic process	0.009369344252405678	0.009369344252405678	+1	ENSG00000158825,ENSG00000128951,ENSG00000178035,ENSG00000176890
GO:0009165	nucleotide biosynthetic process	0.009623771574011338	0.009623771574011338	+1	ENSG00000158825,ENSG00000147813,ENSG00000172890,ENSG00000128951,ENSG00000105607,ENSG00000178035,ENSG00000176890,ENSG00000105835
GO:1901293	nucleoside phosphate biosynthetic process	0.009824602731234953	0.009824602731234953	+1	ENSG00000158825,ENSG00000147813,ENSG00000172890,ENSG00000128951,ENSG00000105607,ENSG00000178035,ENSG00000176890,ENSG00000105835
GO:0032496	response to lipopolysaccharide	0.00992581947985196	0.00992581947985196	+1	ENSG00000163220,ENSG00000143546,ENSG00000118520,ENSG00000164047,ENSG00000100448,ENSG00000124107,ENSG00000092067,ENSG00000101425,ENSG00000100300
GO:0001889	liver development	0.01061292217696195	0.01061292217696195	+1	ENSG00000118520,ENSG00000163235,ENSG00000135046,ENSG00000132646,ENSG00000176890,ENSG00000164442
GO:0032717	negative regulation of interleukin-8 production	0.011102884092863329	0.011102884092863329	+1	ENSG00000105383,ENSG00000135046,ENSG00000101425
GO:0061008	hepaticobiliary system development	0.011489170680813662	0.011489170680813662	+1	ENSG00000118520,ENSG00000163235,ENSG00000135046,ENSG00000132646,ENSG00000176890,ENSG00000164442
GO:0007059	chromosome segregation	0.011578962654175415	0.011578962654175415	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000137804,ENSG00000254093,ENSG00000167513,ENSG00000159055,ENSG00000089685,ENSG00000203760
GO:0007080	mitotic metaphase plate congression	0.011995066454255243	0.011995066454255243	+1	ENSG00000142945,ENSG00000134690,ENSG00000254093,ENSG00000167513
GO:0034502	protein localization to chromosome	0.0129640221202399	0.0129640221202399	+1	ENSG00000166851,ENSG00000115163,ENSG00000254093,ENSG00000167513,ENSG00000184357
GO:0010043	response to zinc ion	0.01328384893412248	0.01328384893412248	+1	ENSG00000143546,ENSG00000118520,ENSG00000111144,ENSG00000100300
GO:0009129	pyrimidine nucleoside monophosphate metabolic process	0.013516294422754063	0.013516294422754063	+1	ENSG00000158825,ENSG00000128951,ENSG00000176890
GO:0006220	pyrimidine nucleotide metabolic process	0.013516294422754063	0.013516294422754063	+1	ENSG00000158825,ENSG00000128951,ENSG00000076248,ENSG00000176890
GO:0010042	response to manganese ion	0.013516294422754063	0.013516294422754063	+1	ENSG00000118520,ENSG00000100300,ENSG00000188906
GO:0031349	positive regulation of defense response	0.013516294422754063	0.013516294422754063	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000118520,ENSG00000163563,ENSG00000132965,ENSG00000091106,ENSG00000188906
GO:0009219	pyrimidine deoxyribonucleotide metabolic process	0.016386636146215796	0.016386636146215796	+1	ENSG00000128951,ENSG00000076248,ENSG00000176890
GO:0043486	histone exchange	0.016386636146215796	0.016386636146215796	+1	ENSG00000188312,ENSG00000159055,ENSG00000203760
GO:0051383	kinetochore organization	0.016386636146215796	0.016386636146215796	+1	ENSG00000115163,ENSG00000167513,ENSG00000203760
GO:0065004	protein-DNA complex assembly	0.016610325700085304	0.016610325700085304	+1	ENSG00000188312,ENSG00000115163,ENSG00000167513,ENSG00000159055,ENSG00000184357,ENSG00000273983,ENSG00000203760
GO:0006275	regulation of DNA replication	0.017462652071995495	0.017462652071995495	+1	ENSG00000140534,ENSG00000145386,ENSG00000167513,ENSG00000132646,ENSG00000163191
GO:0009435	NAD biosynthetic process	0.019261611903599495	0.019261611903599495	+1	ENSG00000147813,ENSG00000172890,ENSG00000105835
GO:0009211	pyrimidine deoxyribonucleoside triphosphate metabolic process	0.01946845086379519	0.01946845086379519	+1	ENSG00000128951,ENSG00000176890
GO:0032612	interleukin-1 production	0.01946845086379519	0.01946845086379519	+1	ENSG00000163563,ENSG00000105383,ENSG00000135046,ENSG00000091106,ENSG00000022556
GO:0032652	regulation of interleukin-1 production	0.01946845086379519	0.01946845086379519	+1	ENSG00000163563,ENSG00000105383,ENSG00000135046,ENSG00000091106,ENSG00000022556
GO:0006323	DNA packaging	0.019535392446633146	0.019535392446633146	+1	ENSG00000166851,ENSG00000188312,ENSG00000137804,ENSG00000159055,ENSG00000184357,ENSG00000273983,ENSG00000203760
GO:0000070	mitotic sister chromatid segregation	0.019776275841228666	0.019776275841228666	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000137804,ENSG00000254093,ENSG00000167513
GO:0019363	pyridine nucleotide biosynthetic process	0.02030351572826534	0.02030351572826534	+1	ENSG00000147813,ENSG00000172890,ENSG00000105835
GO:0019359	nicotinamide nucleotide biosynthetic process	0.02030351572826534	0.02030351572826534	+1	ENSG00000147813,ENSG00000172890,ENSG00000105835
GO:1901136	carbohydrate derivative catabolic process	0.02030351572826534	0.02030351572826534	+1	ENSG00000102543,ENSG00000133048,ENSG00000158825,ENSG00000128951,ENSG00000076248,ENSG00000169567
GO:0051310	metaphase plate congression	0.02030351572826534	0.02030351572826534	+1	ENSG00000142945,ENSG00000134690,ENSG00000254093,ENSG00000167513
GO:0071216	cellular response to biotic stimulus	0.021567779257886346	0.021567779257886346	+1	ENSG00000118520,ENSG00000164047,ENSG00000100448,ENSG00000158825,ENSG00000092067,ENSG00000101425,ENSG00000100300
GO:0009221	pyrimidine deoxyribonucleotide biosynthetic process	0.022542600180884474	0.022542600180884474	+1	ENSG00000128951,ENSG00000176890
GO:0046073	dTMP metabolic process	0.022542600180884474	0.022542600180884474	+1	ENSG00000128951,ENSG00000176890
GO:0035425	autocrine signaling	0.022542600180884474	0.022542600180884474	+1	ENSG00000163220,ENSG00000143546
GO:0006334	nucleosome assembly	0.022979300225403766	0.022979300225403766	+1	ENSG00000188312,ENSG00000159055,ENSG00000184357,ENSG00000273983,ENSG00000203760
GO:0071103	DNA conformation change	0.024504679956180813	0.024504679956180813	+1	ENSG00000166851,ENSG00000188312,ENSG00000137804,ENSG00000135046,ENSG00000159055,ENSG00000184357,ENSG00000273983,ENSG00000203760
GO:0051873	killing by host of symbiont cells	0.024504679956180813	0.024504679956180813	+1	ENSG00000118520,ENSG00000164047,ENSG00000100448
GO:0006221	pyrimidine nucleotide biosynthetic process	0.025851763261274925	0.025851763261274925	+1	ENSG00000158825,ENSG00000128951,ENSG00000176890
GO:0030174	regulation of DNA-dependent DNA replication initiation	0.026229659570940107	0.026229659570940107	+1	ENSG00000140534,ENSG00000167513
GO:0009166	nucleotide catabolic process	0.026229659570940107	0.026229659570940107	+1	ENSG00000004139,ENSG00000128951,ENSG00000076248,ENSG00000169567
GO:0032119	sequestering of zinc ion	0.026229659570940107	0.026229659570940107	+1	ENSG00000163220,ENSG00000143546
GO:0031099	regeneration	0.026229659570940107	0.026229659570940107	+1	ENSG00000145386,ENSG00000228716,ENSG00000135046,ENSG00000132646,ENSG00000100300,ENSG00000176890
GO:0006336	DNA replication-independent chromatin assembly	0.026822953339902797	0.026822953339902797	+1	ENSG00000188312,ENSG00000159055,ENSG00000203760
GO:0071824	protein-DNA complex subunit organization	0.02846933404103435	0.02846933404103435	+1	ENSG00000188312,ENSG00000115163,ENSG00000167513,ENSG00000159055,ENSG00000184357,ENSG00000273983,ENSG00000203760
GO:0071621	granulocyte chemotaxis	0.02846933404103435	0.02846933404103435	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000137700,ENSG00000135046
GO:0034724	DNA replication-independent chromatin organization	0.028539617617814608	0.028539617617814608	+1	ENSG00000188312,ENSG00000159055,ENSG00000203760
GO:0050729	positive regulation of inflammatory response	0.0299755640465796	0.0299755640465796	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000132965,ENSG00000188906
GO:0000819	sister chromatid segregation	0.03185397738822113	0.03185397738822113	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000137804,ENSG00000254093,ENSG00000167513
GO:0009123	nucleoside monophosphate metabolic process	0.03281973707465416	0.03281973707465416	+1	ENSG00000158825,ENSG00000128951,ENSG00000178035,ENSG00000176890
GO:0001818	negative regulation of cytokine production	0.033829520863798944	0.033829520863798944	+1	ENSG00000118520,ENSG00000272398,ENSG00000105383,ENSG00000137700,ENSG00000135046,ENSG00000101425,ENSG00000100300
GO:0048678	response to axon injury	0.033829520863798944	0.033829520863798944	+1	ENSG00000118520,ENSG00000004139,ENSG00000228716,ENSG00000100300
GO:0040001	establishment of mitotic spindle localization	0.033963464698946566	0.033963464698946566	+1	ENSG00000166851,ENSG00000115163,ENSG00000137804
GO:0072528	pyrimidine-containing compound biosynthetic process	0.033963464698946566	0.033963464698946566	+1	ENSG00000158825,ENSG00000128951,ENSG00000176890
GO:0034614	cellular response to reactive oxygen species	0.03509073598063299	0.03509073598063299	+1	ENSG00000118520,ENSG00000228716,ENSG00000135046,ENSG00000132646,ENSG00000188906
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	0.03534549201828257	0.03534549201828257	+1	ENSG00000163220,ENSG00000163221,ENSG00000164047,ENSG00000198830
GO:0051303	establishment of chromosome localization	0.03534549201828257	0.03534549201828257	+1	ENSG00000142945,ENSG00000134690,ENSG00000254093,ENSG00000167513
GO:0070741	response to interleukin-6	0.035584602261438836	0.035584602261438836	+1	ENSG00000133048,ENSG00000164047,ENSG00000171557
GO:0009157	deoxyribonucleoside monophosphate biosynthetic process	0.035853226719964035	0.035853226719964035	+1	ENSG00000128951,ENSG00000176890
GO:0070301	cellular response to hydrogen peroxide	0.035853226719964035	0.035853226719964035	+1	ENSG00000118520,ENSG00000135046,ENSG00000132646,ENSG00000188906
GO:0071222	cellular response to lipopolysaccharide	0.035853226719964035	0.035853226719964035	+1	ENSG00000118520,ENSG00000164047,ENSG00000100448,ENSG00000092067,ENSG00000101425,ENSG00000100300
GO:1901292	nucleoside phosphate catabolic process	0.036157332539433124	0.036157332539433124	+1	ENSG00000004139,ENSG00000128951,ENSG00000076248,ENSG00000169567
GO:0009394	2'-deoxyribonucleotide metabolic process	0.036157332539433124	0.036157332539433124	+1	ENSG00000128951,ENSG00000076248,ENSG00000176890
GO:0032637	interleukin-8 production	0.036157332539433124	0.036157332539433124	+1	ENSG00000133048,ENSG00000105383,ENSG00000135046,ENSG00000101425
GO:0050000	chromosome localization	0.036157332539433124	0.036157332539433124	+1	ENSG00000142945,ENSG00000134690,ENSG00000254093,ENSG00000167513
GO:0032677	regulation of interleukin-8 production	0.036157332539433124	0.036157332539433124	+1	ENSG00000133048,ENSG00000105383,ENSG00000135046,ENSG00000101425
GO:0006260	DNA replication	0.038832188649123356	0.038832188649123356	+1	ENSG00000131153,ENSG00000140534,ENSG00000145386,ENSG00000167513,ENSG00000132646,ENSG00000128951,ENSG00000163191
GO:0051574	positive regulation of histone H3-K9 methylation	0.04034737533307407	0.04034737533307407	+1	ENSG00000184357,ENSG00000118513
GO:0019692	deoxyribose phosphate metabolic process	0.04034737533307407	0.04034737533307407	+1	ENSG00000128951,ENSG00000076248,ENSG00000176890
GO:0071219	cellular response to molecule of bacterial origin	0.04101944353752725	0.04101944353752725	+1	ENSG00000118520,ENSG00000164047,ENSG00000100448,ENSG00000092067,ENSG00000101425,ENSG00000100300
GO:0050829	defense response to Gram-negative bacterium	0.04367958028750025	0.04367958028750025	+1	ENSG00000164047,ENSG00000100448,ENSG00000090382,ENSG00000101425
GO:0140014	mitotic nuclear division	0.04367958028750025	0.04367958028750025	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000137804,ENSG00000254093,ENSG00000163235,ENSG00000167513
GO:0006216	cytidine catabolic process	0.04408724186996393	0.04408724186996393	+1	ENSG00000102543,ENSG00000158825
GO:0046006	regulation of activated T cell proliferation	0.04408724186996393	0.04408724186996393	+1	ENSG00000118520,ENSG00000272398,ENSG00000105205
GO:0009972	cytidine deamination	0.04408724186996393	0.04408724186996393	+1	ENSG00000102543,ENSG00000158825
GO:0046385	deoxyribose phosphate biosynthetic process	0.04408724186996393	0.04408724186996393	+1	ENSG00000128951,ENSG00000176890
GO:0070943	neutrophil-mediated killing of symbiont cell	0.04408724186996393	0.04408724186996393	+1	ENSG00000118520,ENSG00000100448
GO:0009176	pyrimidine deoxyribonucleoside monophosphate metabolic process	0.04408724186996393	0.04408724186996393	+1	ENSG00000128951,ENSG00000176890
GO:0046087	cytidine metabolic process	0.04408724186996393	0.04408724186996393	+1	ENSG00000102543,ENSG00000158825
GO:0009262	deoxyribonucleotide metabolic process	0.04408724186996393	0.04408724186996393	+1	ENSG00000128951,ENSG00000076248,ENSG00000176890
GO:0009265	2'-deoxyribonucleotide biosynthetic process	0.04408724186996393	0.04408724186996393	+1	ENSG00000128951,ENSG00000176890
GO:0032611	interleukin-1 beta production	0.04551361458907607	0.04551361458907607	+1	ENSG00000163563,ENSG00000105383,ENSG00000091106,ENSG00000022556
GO:0032651	regulation of interleukin-1 beta production	0.04551361458907607	0.04551361458907607	+1	ENSG00000163563,ENSG00000105383,ENSG00000091106,ENSG00000022556
GO:0002274	myeloid leukocyte activation	0.045803407179259	0.045803407179259	+1	ENSG00000163221,ENSG00000105383,ENSG00000047621,ENSG00000101425,ENSG00000188906,ENSG00000135636
GO:0097530	granulocyte migration	0.046460478304090454	0.046460478304090454	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000137700,ENSG00000135046
GO:0034728	nucleosome organization	0.04790695858249981	0.04790695858249981	+1	ENSG00000188312,ENSG00000159055,ENSG00000184357,ENSG00000273983,ENSG00000203760
GO:0045840	positive regulation of mitotic nuclear division	0.04790695858249981	0.04790695858249981	+1	ENSG00000137804,ENSG00000163235,ENSG00000167513
GO:0070486	leukocyte aggregation	0.04790695858249981	0.04790695858249981	+1	ENSG00000163220,ENSG00000143546
GO:0000086	G2/M transition of mitotic cell cycle	0.04790695858249981	0.04790695858249981	+1	ENSG00000140534,ENSG00000166851,ENSG00000145386,ENSG00000111206,ENSG00000254093
GO:0046434	organophosphate catabolic process	0.04971036634168411	0.04971036634168411	+1	ENSG00000004139,ENSG00000121316,ENSG00000128951,ENSG00000076248,ENSG00000169567
GO:0050798	activated T cell proliferation	0.04971036634168411	0.04971036634168411	+1	ENSG00000118520,ENSG00000272398,ENSG00000105205
GO:0031640	killing of cells of another organism	0.04971036634168411	0.04971036634168411	+1	ENSG00000163221,ENSG00000090382,ENSG00000198830
REAC:R-HSA-69618	Mitotic Spindle Checkpoint	0.0036405899549576443	0.0036405899549576443	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000089685,ENSG00000072401
REAC:R-HSA-69205	G1/S-Specific Transcription	0.006055482121460271	0.006055482121460271	+1	ENSG00000228716,ENSG00000167513,ENSG00000132646,ENSG00000176890
REAC:R-HSA-141424	Amplification of signal from the kinetochores	0.007369796602460526	0.007369796602460526	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000089685
REAC:R-HSA-141444	Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	0.007369796602460526	0.007369796602460526	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000089685
REAC:R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	0.007369796602460526	0.007369796602460526	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000120875,ENSG00000171557,ENSG00000101425,ENSG00000072401
REAC:R-HSA-6803157	Antimicrobial peptides	0.007976234894807564	0.007976234894807564	+1	ENSG00000163220,ENSG00000143546,ENSG00000164047,ENSG00000100448,ENSG00000090382,ENSG00000101425
REAC:R-HSA-73886	Chromosome Maintenance	0.008471532191721354	0.008471532191721354	+1	ENSG00000145386,ENSG00000188312,ENSG00000115163,ENSG00000159055,ENSG00000278463,ENSG00000132646,ENSG00000203760
REAC:R-HSA-5602498	MyD88 deficiency (TLR2/4)	0.012839468974586134	0.012839468974586134	+1	ENSG00000163220,ENSG00000143546,ENSG00000171557
REAC:R-HSA-774815	Nucleosome assembly	0.012839468974586134	0.012839468974586134	+1	ENSG00000188312,ENSG00000115163,ENSG00000159055,ENSG00000278463,ENSG00000203760
REAC:R-HSA-195258	RHO GTPase Effectors	0.012839468974586134	0.012839468974586134	+1	ENSG00000142945,ENSG00000163220,ENSG00000143546,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000278463,ENSG00000273983,ENSG00000089685
REAC:R-HSA-606279	Deposition of new CENPA-containing nucleosomes at the centromere	0.012839468974586134	0.012839468974586134	+1	ENSG00000188312,ENSG00000115163,ENSG00000159055,ENSG00000278463,ENSG00000203760
REAC:R-HSA-168898	Toll-like Receptor Cascades	0.012839468974586134	0.012839468974586134	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000120875,ENSG00000171557,ENSG00000101425,ENSG00000072401
REAC:R-HSA-9648025	EML4 and NUDC in mitotic spindle formation	0.013280184361471464	0.013280184361471464	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000089685
REAC:R-HSA-5603041	IRAK4 deficiency (TLR2/4)	0.013280184361471464	0.013280184361471464	+1	ENSG00000163220,ENSG00000143546,ENSG00000171557
REAC:R-HSA-2500257	Resolution of Sister Chromatid Cohesion	0.017718237606002364	0.017718237606002364	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000089685
REAC:R-HSA-5686938	Regulation of TLR by endogenous ligand	0.01922362114071392	0.01922362114071392	+1	ENSG00000163220,ENSG00000143546,ENSG00000171557
REAC:R-HSA-5663220	RHO GTPases Activate Formins	0.026048932809181722	0.026048932809181722	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000089685
REAC:R-HSA-6799990	Metal sequestration by antimicrobial proteins	0.026048932809181722	0.026048932809181722	+1	ENSG00000163220,ENSG00000143546
REAC:R-HSA-2467813	Separation of Sister Chromatids	0.026048932809181722	0.026048932809181722	+1	ENSG00000142945,ENSG00000166851,ENSG00000134690,ENSG00000188312,ENSG00000115163,ENSG00000089685,ENSG00000072401
REAC:R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	0.027242766974600166	0.027242766974600166	+1	ENSG00000166851,ENSG00000145386,ENSG00000111206
REAC:R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	0.03382123695324503	0.03382123695324503	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000120875,ENSG00000171557
REAC:R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	0.03382123695324503	0.03382123695324503	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000120875,ENSG00000171557
REAC:R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	0.035887523918521166	0.035887523918521166	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000120875,ENSG00000171557
REAC:R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	0.035887523918521166	0.035887523918521166	+1	ENSG00000163220,ENSG00000163221,ENSG00000143546,ENSG00000120875,ENSG00000171557
REAC:R-HSA-5260271	Diseases of Immune System	0.04008325763562749	0.04008325763562749	+1	ENSG00000163220,ENSG00000143546,ENSG00000171557
REAC:R-HSA-196807	Nicotinate metabolism	0.04008325763562749	0.04008325763562749	+1	ENSG00000147813,ENSG00000172890,ENSG00000105835
REAC:R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.04008325763562749	0.04008325763562749	+1	ENSG00000163220,ENSG00000143546,ENSG00000171557
REAC:R-HSA-977347	Serine biosynthesis	0.04256241160996674	0.04256241160996674	+1	ENSG00000135069,ENSG00000168528
