GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0002237	response to molecule of bacterial origin	0.007498507559074363	0.007498507559074363	+1	ENSG00000128604,ENSG00000118520,ENSG00000101425,ENSG00000164047,ENSG00000143546,ENSG00000167815,ENSG00000172216,ENSG00000012223,ENSG00000100300,ENSG00000197561,ENSG00000150455,ENSG00000035720,ENSG00000174130,ENSG00000049768,ENSG00000114013,ENSG00000163220,ENSG00000005381,ENSG00000165029,ENSG00000164821
GO:0070486	leukocyte aggregation	0.008049301001823602	0.008049301001823602	+1	ENSG00000143546,ENSG00000119508,ENSG00000163220,ENSG00000115085
GO:0042254	ribosome biogenesis	0.010753681347409354	0.010753681347409354	+1	ENSG00000120699,ENSG00000151304,ENSG00000124541,ENSG00000145220,ENSG00000138382,ENSG00000073536,ENSG00000104626,ENSG00000118246,ENSG00000007520,ENSG00000171421,ENSG00000117133,ENSG00000132382,ENSG00000143319,ENSG00000183520,ENSG00000135698,ENSG00000167721,ENSG00000107937
GO:0034599	cellular response to oxidative stress	0.010753681347409354	0.010753681347409354	+1	ENSG00000103056,ENSG00000118520,ENSG00000204389,ENSG00000167815,ENSG00000103496,ENSG00000132646,ENSG00000101544,ENSG00000134001,ENSG00000119508,ENSG00000174130,ENSG00000163516,ENSG00000166888,ENSG00000005381,ENSG00000101460,ENSG00000158828,ENSG00000100292
GO:0046985	positive regulation of hemoglobin biosynthetic process	0.01087560482849271	0.01087560482849271	+1	ENSG00000198728,ENSG00000135776,ENSG00000126457
GO:0042542	response to hydrogen peroxide	0.012716982797651238	0.012716982797651238	+1	ENSG00000103056,ENSG00000118520,ENSG00000132646,ENSG00000119508,ENSG00000163516,ENSG00000166888,ENSG00000101460,ENSG00000158828,ENSG00000137074,ENSG00000100292
GO:1902105	regulation of leukocyte differentiation	0.01505231999865911	0.01505231999865911	+1	ENSG00000167815,ENSG00000133710,ENSG00000172216,ENSG00000081059,ENSG00000168421,ENSG00000012223,ENSG00000008438,ENSG00000159189,ENSG00000182511,ENSG00000020633,ENSG00000049768,ENSG00000183864,ENSG00000114013,ENSG00000137265,ENSG00000115085,ENSG00000179388
GO:0002697	regulation of immune effector process	0.01505231999865911	0.01505231999865911	+1	ENSG00000118520,ENSG00000133710,ENSG00000103496,ENSG00000133246,ENSG00000090339,ENSG00000008438,ENSG00000133247,ENSG00000035720,ENSG00000119508,ENSG00000182511,ENSG00000163687,ENSG00000127507,ENSG00000049768,ENSG00000114013,ENSG00000166888,ENSG00000041880,ENSG00000137265,ENSG00000100292
GO:0048872	homeostasis of number of cells	0.015165296050844069	0.015165296050844069	+1	ENSG00000171608,ENSG00000204389,ENSG00000183018,ENSG00000167815,ENSG00000198728,ENSG00000135776,ENSG00000103423,ENSG00000105610,ENSG00000145220,ENSG00000073536,ENSG00000126457,ENSG00000049768,ENSG00000178467,ENSG00000100292,ENSG00000143195,ENSG00000187608
GO:0002366	leukocyte activation involved in immune response	0.015165296050844069	0.015165296050844069	+1	ENSG00000171608,ENSG00000103496,ENSG00000133246,ENSG00000090339,ENSG00000008438,ENSG00000133247,ENSG00000119508,ENSG00000182511,ENSG00000163687,ENSG00000127507,ENSG00000049768,ENSG00000114013,ENSG00000166888,ENSG00000041880,ENSG00000137265,ENSG00000100292
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	0.015337119560810525	0.015337119560810525	+1	ENSG00000164047,ENSG00000133710,ENSG00000012223,ENSG00000008438,ENSG00000197561,ENSG00000163221,ENSG00000163220,ENSG00000164821
GO:0061641	CENP-A containing chromatin organization	0.01544080285512447	0.01544080285512447	+1	ENSG00000188312,ENSG00000203760,ENSG00000159055
GO:0046984	regulation of hemoglobin biosynthetic process	0.01544080285512447	0.01544080285512447	+1	ENSG00000198728,ENSG00000135776,ENSG00000126457
GO:0045646	regulation of erythrocyte differentiation	0.01544080285512447	0.01544080285512447	+1	ENSG00000204389,ENSG00000198728,ENSG00000135776,ENSG00000126457,ENSG00000178467,ENSG00000187608
GO:0070301	cellular response to hydrogen peroxide	0.01544080285512447	0.01544080285512447	+1	ENSG00000103056,ENSG00000118520,ENSG00000132646,ENSG00000119508,ENSG00000163516,ENSG00000166888,ENSG00000101460,ENSG00000158828
GO:0034080	CENP-A containing chromatin assembly	0.01544080285512447	0.01544080285512447	+1	ENSG00000188312,ENSG00000203760,ENSG00000159055
GO:0002263	cell activation involved in immune response	0.015861409626804403	0.015861409626804403	+1	ENSG00000171608,ENSG00000103496,ENSG00000133246,ENSG00000090339,ENSG00000008438,ENSG00000133247,ENSG00000119508,ENSG00000182511,ENSG00000163687,ENSG00000127507,ENSG00000049768,ENSG00000114013,ENSG00000166888,ENSG00000041880,ENSG00000137265,ENSG00000100292
GO:0090501	RNA phosphodiester bond hydrolysis	0.017749859737121978	0.017749859737121978	+1	ENSG00000160862,ENSG00000120699,ENSG00000149532,ENSG00000124541,ENSG00000171865,ENSG00000104626,ENSG00000174840,ENSG00000143319,ENSG00000169385,ENSG00000167721,ENSG00000116918
GO:0045576	mast cell activation	0.019435512928188917	0.019435512928188917	+1	ENSG00000171608,ENSG00000168421,ENSG00000163221,ENSG00000119508,ENSG00000182511,ENSG00000127507,ENSG00000100292
GO:0032496	response to lipopolysaccharide	0.020783006497553658	0.020783006497553658	+1	ENSG00000118520,ENSG00000101425,ENSG00000164047,ENSG00000143546,ENSG00000167815,ENSG00000172216,ENSG00000012223,ENSG00000100300,ENSG00000197561,ENSG00000150455,ENSG00000035720,ENSG00000049768,ENSG00000114013,ENSG00000163220,ENSG00000005381,ENSG00000165029,ENSG00000164821
GO:0071353	cellular response to interleukin-4	0.021131764165864764	0.021131764165864764	+1	ENSG00000178035,ENSG00000118520,ENSG00000081059,ENSG00000166888,ENSG00000073111
GO:0002262	myeloid cell homeostasis	0.022114475413537945	0.022114475413537945	+1	ENSG00000171608,ENSG00000204389,ENSG00000198728,ENSG00000135776,ENSG00000105610,ENSG00000145220,ENSG00000126457,ENSG00000049768,ENSG00000178467,ENSG00000100292,ENSG00000187608
GO:0071219	cellular response to molecule of bacterial origin	0.02316038860878645	0.02316038860878645	+1	ENSG00000118520,ENSG00000101425,ENSG00000164047,ENSG00000167815,ENSG00000172216,ENSG00000012223,ENSG00000100300,ENSG00000150455,ENSG00000035720,ENSG00000174130,ENSG00000114013,ENSG00000165029,ENSG00000164821
GO:0071216	cellular response to biotic stimulus	0.02316038860878645	0.02316038860878645	+1	ENSG00000118520,ENSG00000101425,ENSG00000164047,ENSG00000158825,ENSG00000167815,ENSG00000172216,ENSG00000012223,ENSG00000100300,ENSG00000150455,ENSG00000035720,ENSG00000174130,ENSG00000114013,ENSG00000165029,ENSG00000164821
GO:0006336	DNA replication-independent chromatin assembly	0.023553747377211505	0.023553747377211505	+1	ENSG00000188312,ENSG00000197238,ENSG00000203760,ENSG00000159055,ENSG00000197837
GO:0034614	cellular response to reactive oxygen species	0.02394746654151228	0.02394746654151228	+1	ENSG00000103056,ENSG00000118520,ENSG00000167815,ENSG00000132646,ENSG00000119508,ENSG00000163516,ENSG00000166888,ENSG00000005381,ENSG00000101460,ENSG00000158828
GO:0034724	DNA replication-independent chromatin organization	0.02544817218262354	0.02544817218262354	+1	ENSG00000188312,ENSG00000197238,ENSG00000203760,ENSG00000159055,ENSG00000197837
GO:0070670	response to interleukin-4	0.02544817218262354	0.02544817218262354	+1	ENSG00000178035,ENSG00000118520,ENSG00000081059,ENSG00000166888,ENSG00000073111
GO:0000302	response to reactive oxygen species	0.02732244756613684	0.02732244756613684	+1	ENSG00000103056,ENSG00000118520,ENSG00000167815,ENSG00000132646,ENSG00000119508,ENSG00000163516,ENSG00000166888,ENSG00000005381,ENSG00000101460,ENSG00000158828,ENSG00000137074,ENSG00000100292
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	0.029435407592458288	0.029435407592458288	+1	ENSG00000141574,ENSG00000198909,ENSG00000168421,ENSG00000012223,ENSG00000103423,ENSG00000150455,ENSG00000143369,ENSG00000163221,ENSG00000174130,ENSG00000162924,ENSG00000179094,ENSG00000119408,ENSG00000158828,ENSG00000100292
GO:0002275	myeloid cell activation involved in immune response	0.029456026487834193	0.029456026487834193	+1	ENSG00000171608,ENSG00000103496,ENSG00000133246,ENSG00000119508,ENSG00000182511,ENSG00000163687,ENSG00000127507,ENSG00000100292
GO:0002703	regulation of leukocyte mediated immunity	0.033244811097366885	0.033244811097366885	+1	ENSG00000118520,ENSG00000103496,ENSG00000133246,ENSG00000090339,ENSG00000133247,ENSG00000035720,ENSG00000182511,ENSG00000163687,ENSG00000127507,ENSG00000049768,ENSG00000166888,ENSG00000041880,ENSG00000100292
GO:0002701	negative regulation of production of molecular mediator of immune response	0.034166963759111095	0.034166963759111095	+1	ENSG00000118520,ENSG00000133710,ENSG00000049768,ENSG00000041880,ENSG00000100292
GO:0009595	detection of biotic stimulus	0.034166963759111095	0.034166963759111095	+1	ENSG00000091106,ENSG00000100300,ENSG00000008438,ENSG00000174130,ENSG00000276644
GO:0043368	positive T cell selection	0.034166963759111095	0.034166963759111095	+1	ENSG00000049768,ENSG00000166888,ENSG00000137265,ENSG00000167286,ENSG00000115085
GO:0031348	negative regulation of defense response	0.03488911011901749	0.03488911011901749	+1	ENSG00000118520,ENSG00000133710,ENSG00000008438,ENSG00000103423,ENSG00000197561,ENSG00000145220,ENSG00000182446,ENSG00000049768,ENSG00000103175,ENSG00000184557,ENSG00000101695,ENSG00000100304,ENSG00000187608
GO:0031055	chromatin remodeling at centromere	0.03488911011901749	0.03488911011901749	+1	ENSG00000188312,ENSG00000203760,ENSG00000159055
GO:0043299	leukocyte degranulation	0.03589657403585016	0.03589657403585016	+1	ENSG00000171608,ENSG00000103496,ENSG00000133246,ENSG00000119508,ENSG00000182511,ENSG00000127507,ENSG00000100292
GO:0016072	rRNA metabolic process	0.03733842168506255	0.03733842168506255	+1	ENSG00000120699,ENSG00000151304,ENSG00000124541,ENSG00000115207,ENSG00000145220,ENSG00000138382,ENSG00000104626,ENSG00000007520,ENSG00000127080,ENSG00000117133,ENSG00000183520,ENSG00000135698,ENSG00000167721,ENSG00000107937
GO:0062207	regulation of pattern recognition receptor signaling pathway	0.040394167740845956	0.040394167740845956	+1	ENSG00000204389,ENSG00000012223,ENSG00000150455,ENSG00000075240,ENSG00000182446,ENSG00000174130,ENSG00000137265,ENSG00000101695
GO:0032543	mitochondrial translation	0.040394167740845956	0.040394167740845956	+1	ENSG00000074071,ENSG00000096080,ENSG00000168827,ENSG00000118246,ENSG00000132300,ENSG00000085760,ENSG00000116874
GO:0030217	T cell differentiation	0.040394167740845956	0.040394167740845956	+1	ENSG00000171608,ENSG00000167815,ENSG00000133710,ENSG00000081059,ENSG00000168421,ENSG00000103423,ENSG00000020633,ENSG00000049768,ENSG00000114013,ENSG00000166888,ENSG00000137265,ENSG00000167286,ENSG00000115085,ENSG00000179388
GO:0045580	regulation of T cell differentiation	0.04088943648622553	0.04088943648622553	+1	ENSG00000167815,ENSG00000133710,ENSG00000081059,ENSG00000168421,ENSG00000020633,ENSG00000049768,ENSG00000114013,ENSG00000137265,ENSG00000115085,ENSG00000179388
GO:0050777	negative regulation of immune response	0.042379679861607115	0.042379679861607115	+1	ENSG00000118520,ENSG00000133710,ENSG00000008438,ENSG00000103423,ENSG00000145220,ENSG00000049768,ENSG00000166888,ENSG00000041880,ENSG00000100292,ENSG00000100304,ENSG00000187608
GO:0045619	regulation of lymphocyte differentiation	0.04702764761121359	0.04702764761121359	+1	ENSG00000167815,ENSG00000133710,ENSG00000081059,ENSG00000168421,ENSG00000008438,ENSG00000020633,ENSG00000049768,ENSG00000114013,ENSG00000137265,ENSG00000115085,ENSG00000179388
GO:0090305	nucleic acid phosphodiester bond hydrolysis	0.04710082455787083	0.04710082455787083	+1	ENSG00000160862,ENSG00000120699,ENSG00000149532,ENSG00000124541,ENSG00000203705,ENSG00000171865,ENSG00000104626,ENSG00000163687,ENSG00000174840,ENSG00000143319,ENSG00000169385,ENSG00000167721,ENSG00000137074,ENSG00000116918
