GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules	0.04503194592557646	0.04503194592557646	+1	ENSG00000169855,ENSG00000140937,ENSG00000163395,ENSG00000124006,ENSG00000113555,ENSG00000110400
GO:0009395	phospholipid catabolic process	0.04511210750882885	0.04511210750882885	+1	ENSG00000130208,ENSG00000158874,ENSG00000101670
GO:0034116	positive regulation of heterotypic cell-cell adhesion	0.04549568518472217	0.04549568518472217	+1	ENSG00000171557,ENSG00000171564
GO:0006570	tyrosine metabolic process	0.04549568518472217	0.04549568518472217	+1	ENSG00000158104,ENSG00000100577
GO:0034435	cholesterol esterification	0.04871487687137336	0.04871487687137336	+1	ENSG00000130208,ENSG00000158874
GO:0034374	low-density lipoprotein particle remodeling	0.04871487687137336	0.04871487687137336	+1	ENSG00000084674,ENSG00000158874
GO:0009074	aromatic amino acid family catabolic process	0.04871487687137336	0.04871487687137336	+1	ENSG00000158104,ENSG00000100577
GO:0060192	negative regulation of lipase activity	0.04871487687137336	0.04871487687137336	+1	ENSG00000130208,ENSG00000158874
GO:0034434	sterol esterification	0.04871487687137336	0.04871487687137336	+1	ENSG00000130208,ENSG00000158874
GO:0034433	steroid esterification	0.04871487687137336	0.04871487687137336	+1	ENSG00000130208,ENSG00000158874
REAC:R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	0.010001271145686481	0.010001271145686481	+1	ENSG00000084674,ENSG00000025434,ENSG00000130208,ENSG00000158874,ENSG00000101670
REAC:R-HSA-8957275	Post-translational protein phosphorylation	0.010001271145686481	0.010001271145686481	+1	ENSG00000084674,ENSG00000171557,ENSG00000091513,ENSG00000047457,ENSG00000158874,ENSG00000125730
REAC:R-HSA-8963898	Plasma lipoprotein assembly	0.013678699817450079	0.013678699817450079	+1	ENSG00000084674,ENSG00000130208,ENSG00000158874
REAC:R-HSA-381426	Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)	0.013678699817450079	0.013678699817450079	+1	ENSG00000084674,ENSG00000171557,ENSG00000091513,ENSG00000047457,ENSG00000158874,ENSG00000125730
REAC:R-HSA-3000480	Scavenging by Class A Receptors	0.013678699817450079	0.013678699817450079	+1	ENSG00000084674,ENSG00000108821,ENSG00000127241
REAC:R-HSA-5686938	Regulation of TLR by endogenous ligand	0.015060244429674388	0.015060244429674388	+1	ENSG00000084674,ENSG00000171557,ENSG00000171564
REAC:R-HSA-8963684	Tyrosine catabolism	0.015060244429674388	0.015060244429674388	+1	ENSG00000158104,ENSG00000100577
REAC:R-HSA-8866423	VLDL assembly	0.015060244429674388	0.015060244429674388	+1	ENSG00000084674,ENSG00000130208
REAC:R-HSA-8964046	VLDL clearance	0.01999706651585208	0.01999706651585208	+1	ENSG00000084674,ENSG00000130208
REAC:R-HSA-428543	Inactivation of CDC42 and RAC1	0.02714739907750152	0.02714739907750152	+1	ENSG00000196935,ENSG00000169855
REAC:R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	0.02714739907750152	0.02714739907750152	+1	ENSG00000171557,ENSG00000171435,ENSG00000171564
REAC:R-HSA-76005	Response to elevated platelet cytosolic Ca2+	0.02714739907750152	0.02714739907750152	+1	ENSG00000113905,ENSG00000171557,ENSG00000091513,ENSG00000171564,ENSG00000091583
REAC:R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO	0.02714739907750152	0.02714739907750152	+1	ENSG00000169855,ENSG00000184347
REAC:R-HSA-8964043	Plasma lipoprotein clearance	0.02714739907750152	0.02714739907750152	+1	ENSG00000084674,ENSG00000025434,ENSG00000130208
REAC:R-HSA-8963899	Plasma lipoprotein remodeling	0.02714739907750152	0.02714739907750152	+1	ENSG00000084674,ENSG00000158874,ENSG00000101670
REAC:R-HSA-114608	Platelet degranulation 	0.02714739907750152	0.02714739907750152	+1	ENSG00000113905,ENSG00000171557,ENSG00000091513,ENSG00000171564,ENSG00000091583
REAC:R-HSA-8963691	Phenylalanine and tyrosine metabolism	0.028102334585655676	0.028102334585655676	+1	ENSG00000158104,ENSG00000100577
REAC:R-HSA-216083	Integrin cell surface interactions	0.028102334585655676	0.028102334585655676	+1	ENSG00000171557,ENSG00000108821,ENSG00000171564,ENSG00000105855
REAC:R-HSA-9656223	Signaling by RAF1 mutants	0.028102334585655676	0.028102334585655676	+1	ENSG00000171557,ENSG00000171435,ENSG00000171564
REAC:R-HSA-76009	Platelet Aggregation (Plug Formation)	0.028102334585655676	0.028102334585655676	+1	ENSG00000171557,ENSG00000108821,ENSG00000171564
REAC:R-HSA-8963888	Chylomicron assembly	0.028102334585655676	0.028102334585655676	+1	ENSG00000084674,ENSG00000158874
REAC:R-HSA-5674135	MAP2K and MAPK activation	0.028102334585655676	0.028102334585655676	+1	ENSG00000171557,ENSG00000171435,ENSG00000171564
REAC:R-HSA-8963901	Chylomicron remodeling	0.028102334585655676	0.028102334585655676	+1	ENSG00000084674,ENSG00000158874
REAC:R-HSA-6802955	Paradoxical activation of RAF signaling by kinase inactive BRAF	0.03292961980228383	0.03292961980228383	+1	ENSG00000171557,ENSG00000171435,ENSG00000171564
REAC:R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	0.03292961980228383	0.03292961980228383	+1	ENSG00000171557,ENSG00000171435,ENSG00000171564
REAC:R-HSA-9649948	Signaling downstream of RAS mutants	0.03292961980228383	0.03292961980228383	+1	ENSG00000171557,ENSG00000171435,ENSG00000171564
REAC:R-HSA-6802949	Signaling by RAS mutants	0.03292961980228383	0.03292961980228383	+1	ENSG00000171557,ENSG00000171435,ENSG00000171564
REAC:R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	0.03772200927194315	0.03772200927194315	+1	ENSG00000171557,ENSG00000171564
REAC:R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	0.04185098832867294	0.04185098832867294	+1	ENSG00000171557,ENSG00000171564
REAC:R-HSA-204174	Regulation of pyruvate dehydrogenase (PDH) complex	0.04604454651537789	0.04604454651537789	+1	ENSG00000090857,ENSG00000100577
